timestamp,person,position,track_id
2023-11-21 21:54:37,Both,right,2Uvy6SkNqxvnH1W68dymxG
2023-11-21 22:51:21,Both,right,4xR3MAscflQ262kMeiKshQ
2023-11-21 22:53:49,Both,right,2Uvy6SkNqxvnH1W68dymxG
2023-11-21 22:56:39,Both,right,4YwNf1fLZt9IQhJeHNWfBi
2023-11-21 22:58:39,Both,right,2JUqYobT8NvARdPmc4ES2x
2023-11-21 23:00:51,Both,right,2JUqYobT8NvARdPmc4ES2x
2023-11-21 23:02:55,Both,right,16qYlQ6koFxYVbiJbGHblz
2023-11-21 23:05:40,Both,right,1DWZUa5Mzf2BwzpHtgbHPY
2023-11-21 23:08:17,Both,right,2rXVtoLBHuXcNB5DVfIc9p
2023-11-21 23:10:51,Both,right,4Ozmbn4LIW5WVZhhHuk1Gp
2023-11-21 23:12:58,Both,right,3s7MCdXyWmwjdcWh7GWXas
2023-11-21 23:56:30,Both,right,4xR3MAscflQ262kMeiKshQ
